listing_id,host_id,occupancy,price,number_of_reviews,rating,accommodates,minimum_nights,bedrooms,bathrooms,beds,host_is_superhost,pro_host,entire_home,instant_bookable
1321,184,17,173,41,4.95,2,1,1,1,1,1,1,0,1
1322,517,90,39,3,5,1,1,1,1,1,0,1,0,0
1323,528,17,180,1,5,8,3,2,2,4,0,1,0,0
1324,849,66,78,38,4.9,4,1,1,1,2,0,1,1,1
1325,685,69,226,19,4.7,7,7,3,3,3,1,1,1,1
1326,742,29,270,2,5,8,2,2,2,3,0,1,0,1
1327,296,16,144,1,5,2,2,1,1,1,0,1,1,0
1328,862,33,415,21,5,6,2,3,2,3,0,1,1,1
1329,67,1,93,27,4.25,2,2,1,1,1,0,0,1,0
1330,759,1,78,127,4.75,3,1,1,1,1,1,1,1,0
1331,1085,27,193,12,4.6,4,2,1,1,2,0,1,1,1
1332,136,5,130,40,4.75,5,2,1,1,2,1,1,1,0
1333,874,68,250,31,5,6,7,3,2,3,1,0,1,0
1334,139,1,50,78,4.95,2,2,1,1,1,1,1,0,0
1335,836,47,69,59,4.9,2,2,1,1,2,1,1,0,0
1336,761,0,58,57,4.85,2,2,1,1,1,1,0,0,1
1337,318,42,625,3,5,8,10,4,3,5,0,0,1,0
1338,538,0,88,74,4.8,2,5,1,1,1,0,1,1,0
1339,649,90,250,28,4.95,10,31,4,4,7,1,1,1,0
1340,706,36,50,66,5,2,3,1,1,1,1,1,0,0
1341,220,12,112,20,5,4,4,1,1,2,1,1,1,1
1342,1078,8,65,266,4.8,2,1,1,1,1,1,1,0,1
1343,221,88,100,17,5,4,2,2,1.5,4,0,1,0,0
1344,691,50,380,86,4.95,8,3,3,2.5,4,1,0,1,0
1345,1105,65,135,27,4.2,5,7,2,2,4,0,1,1,0
1346,187,0,84,53,4.7,2,5,1,1,1,0,1,1,0
1347,1117,67,312,27,5,7,28,4,3,4,1,1,1,1
1348,66,1,54,8,5,2,20,1,1,2,1,1,0,0
1349,992,6,150,2,0,8,7,2,1.5,3,0,0,1,0
1350,630,9,80,334,4.7,8,1,3,2,4,0,1,1,0
1351,623,14,90,20,4.65,4,7,1,1,1,0,1,1,1
1352,1014,2,60,23,5,2,3,1,1,1,1,1,0,0
1353,820,4,56,116,4.7,3,2,1,1,2,0,1,1,1
1354,688,13,270,39,4.85,6,2,2,2,3,1,1,1,0
1355,623,66,65,5,5,3,3,1,1,1,0,1,0,0
1356,455,4,399,1,5,6,2,2,2,3,0,1,1,0
1357,1026,90,87,2,4,4,1,1,1,2,0,1,1,1
1358,911,0,170,1,5,2,1,1,1,1,0,1,0,1
1359,405,2,48,2,5,1,2,1,1,1,0,0,0,0
1360,1087,11,120,35,4.75,4,2,1,1,3,0,1,1,0
1361,562,2,210,27,4.65,5,3,2,2,5,0,0,1,0
1362,112,23,185,42,4.5,6,2,3,2.5,3,0,1,1,0
1363,983,22,128,65,4.85,7,2,2,2,4,0,1,1,0
1364,447,21,90,188,4.6,4,1,1,1,3,1,0,1,1
1365,823,12,75,165,4.85,4,5,1,1,2,1,1,1,1
1366,939,78,101,66,4.9,4,1,1,1,2,1,1,1,0
1367,380,6,43,28,4.65,1,2,1,1,1,0,1,0,1
1368,506,19,95,21,4.75,4,7,4,2,4,1,0,1,1
1369,45,0,95,4,5,4,7,1,1,2,0,1,1,0
1370,398,1,86,34,5,3,2,2,1,2,0,0,1,0
1371,149,5,96,108,4.75,4,2,1,1,2,0,1,1,0
1372,854,28,122,104,4.95,2,5,1,1,2,1,0,1,1
1373,75,5,45,186,4.5,3,1,1,1,2,0,1,1,0
1374,741,0,110,1,4,3,3,1,1,1,0,1,1,0
1375,197,13,142,18,4.65,3,3,1,1,1,0,1,1,1
1376,302,19,171,74,4.45,8,3,3,2,7,0,1,1,0
1377,415,55,118,10,5,4,2,1,1,1,1,1,1,0
1378,228,48,139,1,4,3,3,1,1,1,0,1,1,0
1379,987,20,115,39,4.8,2,3,1,1,1,1,1,1,1
1380,131,90,213,47,4.9,4,2,2,1,2,0,0,1,0
1381,575,16,103,62,4.7,8,3,2,2,2,0,1,1,0
1382,323,1,110,1,0,2,30,1,1.5,2,0,1,1,0
1383,808,1,120,11,4.3,3,2,1,1,1,0,0,1,0
1384,283,68,110,16,4.95,4,3,1,1,1,1,1,1,0
1385,67,1,300,5,4.25,2,2,1,1,1,0,0,1,0
1386,364,13,160,23,4.9,5,3,2,2,3,1,1,1,1
1387,561,15,71,86,4.5,4,1,2,2,4,0,0,0,0
1388,884,26,203,40,4.85,4,2,2,2,3,0,1,1,0
1389,1118,46,68,86,4.65,4,1,1,1,1,0,1,1,0
1390,606,27,44,93,4.9,2,2,1,1.5,2,1,0,0,1
1391,766,26,65,237,4.9,2,1,1,1,1,1,1,1,1
1392,1092,36,208,20,4.6,9,2,4,3.5,4,0,1,1,1
1393,939,67,150,264,4.8,5,1,1,1,5,0,0,1,1
1394,241,90,68,80,4.5,4,1,1,1,1,0,1,1,0
1395,816,1,62,194,4.85,2,1,1,1,1,1,1,1,0
1396,739,20,90,50,4.85,4,7,1,1,2,0,1,1,1
1397,217,5,149,31,4.65,3,2,1,1.5,1,0,1,0,0
1398,624,0,66,6,3.85,2,3,1,1,1,0,1,0,0
1399,62,0,100,8,5,2,2,1,1,1,0,0,0,0
1400,82,89,120,14,4.8,2,4,1,1,1,0,0,1,0
1401,623,0,69,103,4.45,3,1,1,1,1,0,1,1,0
1402,876,10,225,79,4.7,10,3,4,2,5,1,1,1,0
1403,856,67,160,17,5,4,1,2,3.5,2,0,0,1,0
1404,663,87,67,3,5,3,30,1,1,2,0,1,1,0
1405,49,5,220,18,4.65,7,3,2,2,4,0,1,1,0
1406,569,44,218,83,4.85,4,1,2,3,2,1,0,1,0
1407,413,29,203,230,4.8,6,1,3,3.5,4,0,1,1,0
1408,1125,90,69,49,4.55,5,2,1,1,5,0,1,1,1
1409,1059,2,500,5,5,5,5,2,2.5,3,0,1,1,0
1410,182,46,257,79,4.95,5,14,2,2,4,1,0,0,1
1411,992,67,86,42,4.9,6,5,2,2,2,1,1,1,1
1412,431,78,128,43,4.9,4,3,2,1,3,1,0,1,0
1413,845,42,90,11,4.9,4,5,1,1,2,1,0,1,0
1414,261,44,120,89,4.95,4,3,1,1,3,1,1,1,1
1415,117,46,165,108,4.7,7,3,3,2.5,4,1,0,1,1
1416,446,5,45,81,4.9,2,1,1,1,1,1,0,0,1
1417,698,0,140,10,5,2,1,1,1,1,0,1,0,1
1418,258,90,150,3,5,8,30,3,2,4,1,1,1,0
1419,145,0,160,3,4.5,2,1,1,1,1,0,1,0,1
1420,670,7,80,18,4.95,3,2,1,1,2,0,1,1,1
1421,127,3,40,2,5,1,2,1,1,1,0,0,0,0
1422,985,32,51,39,4.85,2,7,1,1,1,1,1,1,0
1423,585,46,56,82,4.75,2,4,1,1,1,1,1,1,0
1424,937,90,40,267,4.85,2,1,1,1,1,1,1,0,0
1425,241,90,130,456,4.9,2,1,1,1,1,1,1,1,1
1426,1032,36,121,38,4.95,4,4,2,1.5,5,1,1,1,0
1427,997,0,160,4,4.65,2,1,1,1,1,0,1,0,1
1428,1145,0,30,37,4.6,1,1,1,1,2,0,1,0,1
1429,556,3,125,88,4.9,6,2,2,2,4,1,1,1,0
1430,1019,5,148,19,4.65,6,2,2,2,3,0,1,1,1
1431,258,65,350,78,4.95,6,3,2,2,2,1,1,1,0
1432,74,2,138,28,4.75,6,2,2,2,3,0,1,1,1
1433,927,2,150,77,4.8,4,3,2,1,2,0,0,1,0
1434,182,21,163,21,5,4,2,1,1,2,0,1,1,1
1435,266,44,90,21,4.5,4,7,1,1,2,0,1,1,0
1436,750,68,185,74,4.9,10,3,2,1,6,1,1,1,1
1437,477,35,80,109,4.95,2,2,1,1,1,1,1,1,1
1438,298,0,128,17,4.75,4,1,1,1,2,0,0,1,0
1439,620,66,229,59,4.8,6,3,2,2.5,3,1,1,1,1
1440,511,39,85,13,5,2,3,1,1,1,1,1,1,0
1441,739,1,100,2,5,2,2,1,1,1,0,0,0,0
1442,782,68,199,67,4.9,6,21,3,2,4,0,0,1,1
1443,575,52,100,13,4.85,4,4,1,1,3,0,1,1,0
1444,1017,60,70,121,4.8,7,1,2,1,3,0,1,1,1
1445,374,16,30,119,4.75,1,1,1,1,1,0,1,0,0
1446,939,49,125,46,4.75,4,1,2,2,2,1,0,1,0
1447,412,6,56,100,4.65,2,2,1,1,1,0,1,1,1
1448,692,24,67,37,4.8,2,3,1,1,1,1,0,1,0
1449,940,58,58,140,4.7,6,2,1,1,4,0,1,1,1
1450,918,34,54,109,4.7,4,2,1,1,2,0,1,1,1
1451,622,36,419,37,4.9,10,5,4,3,5,1,0,1,0
1452,78,46,227,76,4.85,7,3,2,2.5,3,1,0,1,0
1453,879,90,130,83,4.95,6,2,2,1,3,1,0,1,0
1454,347,6,142,28,4.8,6,2,2,2,3,0,1,1,1
1455,528,78,110,106,4.95,6,3,2,2,3,1,1,1,1
1456,710,42,53,108,4.75,4,2,1,1,3,0,1,1,1
1457,574,7,72,22,4.6,2,5,1,1,1,0,0,0,1
1458,455,46,486,132,4.8,10,1,5,3,8,1,1,1,0
1459,877,0,50,18,4.2,1,1,1,1,1,0,1,0,1
1460,669,60,58,168,4.7,6,2,1,1,4,0,1,1,1
1461,495,35,76,120,4.9,4,3,1,1,1,1,0,1,0
1462,142,86,55,72,4.5,4,5,1,1,2,0,1,1,1
1463,448,87,244,63,5,6,4,2,2,3,1,1,1,0
1464,1095,0,50,49,4.7,1,1,1,1,1,0,1,0,0
1465,486,16,59,163,4.9,2,2,1,1,1,1,1,1,1
1466,862,12,42,10,4.65,1,1,1,1,1,0,0,1,1
1467,337,90,287,9,5,7,7,3,3,3,1,1,1,1
1468,880,83,60,255,4.8,3,1,1,1,2,1,1,1,1
1469,383,33,115,100,5,11,3,3,2,7,1,1,1,1
1470,993,75,90,6,4.35,3,29,1,1.5,2,0,0,1,0
1471,447,0,55,26,4.25,1,1,1,1,1,0,1,0,1
1472,790,20,185,60,4.85,4,3,2,1,3,0,0,1,0
1473,522,0,142,17,4.25,6,2,2,2,3,0,1,1,1
1474,938,81,42,36,4.85,1,3,1,1,1,0,1,0,0
1475,623,90,45,6,5,2,2,1,1,1,0,1,0,0
1476,42,3,69,18,4.85,4,10,2,1.5,2,0,1,1,0
1477,668,87,66,86,4.85,4,3,1,1,1,0,1,1,0
1478,279,34,82,129,4.65,4,2,1,1,1,0,1,1,1
1479,455,50,12,63,4.6,1,1,1,2,1,0,1,0,1
1480,422,38,74,73,4.9,4,4,1,1,2,1,1,1,0
1481,554,59,31,136,4.7,2,1,1,1,2,0,0,0,0
1482,456,67,82,42,4.85,2,2,1,1,1,1,1,1,0
1483,308,30,125,49,4.65,6,2,2,1.5,4,0,0,1,0
1484,258,15,225,46,4.65,5,3,2,2,6,0,0,1,0
1485,118,2,99,97,4.5,2,1,1,1,1,0,1,0,0
1486,583,0,83,8,3.7,4,1,1,1,2,0,1,1,0
1487,1006,24,100,10,4.9,6,30,3,2,4,0,1,1,1
1488,617,3,127,3,1,3,2,1,1.5,1,0,1,0,0
1489,23,2,135,20,4.7,6,2,2,2,3,0,1,0,1
1490,167,0,140,2,4,2,1,1,1,1,0,1,0,1
1491,414,5,130,17,4.75,6,2,2,2,3,0,1,1,1
1492,739,0,170,3,5,2,1,1,1,1,0,1,0,1
1493,529,21,295,23,4.8,6,3,3,3,3,0,0,1,0
1494,992,90,1475,18,5,12,3,6,6.5,10,1,0,1,0
1495,166,10,425,47,4.65,14,2,4,4,8,0,1,1,0
1496,694,69,71,37,4.85,3,2,1,1,1,1,0,1,1
1497,258,69,159,14,4.55,4,3,1,1,1,0,1,1,0
1498,1112,2,50,23,4.85,2,1,1,1.5,1,0,0,0,0
1499,149,8,38,38,4.9,2,2,1,1,1,1,1,0,0
1500,1066,27,300,38,4.6,10,2,3,2,4,0,0,1,0
1501,89,90,301,46,4.9,12,5,5,4,7,0,0,1,1
1502,147,66,418,14,5,6,4,3,2,3,0,0,1,0
1503,159,39,302,59,4.5,6,2,2,2,3,0,1,1,1
1504,899,5,61,135,4.9,3,2,1,1,1,1,1,1,1
1505,464,26,39,193,4.7,2,2,1,1,1,0,1,1,1
1506,597,24,30,51,4.8,2,1,1,1,1,0,1,0,1
1507,1148,90,137,92,4.85,2,2,1,1,1,1,1,0,0
1508,48,29,185,78,4.6,8,4,3,2,5,1,1,1,1
1509,1137,0,229,14,4.35,4,4,1,1,2,0,1,1,0
1510,104,6,600,15,4.15,12,2,4,3,4,0,1,0,0
1511,455,1,184,25,4.5,4,2,1,1,2,0,1,1,0
1512,62,25,43,164,4.85,2,2,1,1,1,0,1,1,1
1513,605,35,47,108,4.7,4,2,1,1,2,0,1,1,1
1514,699,1,68,43,4.9,2,2,1,1,2,1,1,1,0
1515,971,30,338,70,4.85,10,3,3,2,5,1,1,1,1
1516,282,59,163,9,4.1,6,2,3,2.5,4,0,1,1,1
1517,466,33,130,20,4.9,4,5,1,1,2,0,1,0,0
1518,455,90,48,1,5,2,1,1,1,1,0,0,0,0
1519,414,31,540,111,4.85,10,3,4,4.5,5,1,1,1,0
1520,372,15,225,39,4.45,6,2,2,2,3,0,1,1,0
1521,182,1,240,4,4.5,4,1,1,1,2,0,1,1,0
1522,724,54,77,181,4.95,2,2,1,1,1,1,1,1,1
1523,64,59,85,35,4.9,6,5,2,2,3,1,1,1,1
1524,1089,48,547,18,4.25,12,3,5,4,7,0,1,1,1
1525,785,61,249,27,4.9,5,3,2,2,4,1,1,1,1
1526,194,36,164,16,4.3,6,2,2,2,3,0,1,1,1
1527,271,74,75,272,4.85,4,1,1,1,3,1,1,1,0
1528,539,42,227,38,4.65,8,4,4,2.5,4,0,1,1,0
1529,80,13,63,82,4.85,3,3,2,1,1,1,1,1,0
1530,567,90,61,125,4.65,2,1,1,1,1,0,1,0,1
1531,990,90,119,30,4.1,6,2,2,2,8,0,1,1,1
1532,969,90,145,9,4.55,4,30,1,1,2,0,1,1,0
1533,233,0,175,35,4.85,4,2,1,1,1,0,1,1,0
1534,482,10,199,19,4.7,3,2,1,1,1,0,1,1,0
1535,175,11,85,90,4.9,2,2,1,1,1,1,1,1,0
1536,951,28,137,84,4.9,4,3,1,1,3,1,1,1,1
1537,385,67,99,37,4.6,2,2,1,1,1,0,1,1,0
1538,182,68,86,23,4.65,2,4,1,1,1,0,1,1,0
1539,653,79,267,68,4.9,6,5,2,1,2,1,1,1,0
1540,226,72,137,65,5,2,2,1,1,1,1,1,0,0
1541,752,13,125,103,4.95,2,1,1,1,1,1,0,1,0
1542,260,10,169,60,4.35,4,2,1,1,3,0,1,1,0
1543,13,0,59,102,4.8,3,2,1,1,1,1,1,1,1
1544,174,65,45,210,4.85,2,1,1,1,1,0,0,0,0
1545,624,25,225,24,4.75,6,4,3,2,4,0,1,1,0
1546,799,26,50,3,4.65,1,2,1,1,1,0,0,0,0
1547,229,60,125,3,4.35,4,2,1,1,2,1,1,1,0
1548,246,83,90,38,4.8,4,4,1,1,2,1,1,1,0
1549,968,75,110,21,4.7,4,3,1,1,1,0,1,0,0
1550,41,31,150,104,4.9,2,3,1,1,1,1,1,1,1
1551,313,61,783,17,4.75,16,3,6,3.5,10,1,1,1,0
1552,369,2,99,72,4.55,2,1,1,1,1,0,1,0,0
1553,494,70,156,1,5,6,2,2,2,3,1,1,1,0
1554,992,13,116,92,4.9,3,3,1,1,2,1,1,1,1
1555,172,43,112,131,4.9,4,3,1,1,2,1,1,1,1
1556,947,61,99,127,4.9,2,2,1,1,1,1,1,1,1
1557,38,90,44,114,4.9,2,2,1,1,1,1,1,1,0
1558,1099,90,999,67,4.85,10,3,5,4.5,9,0,1,1,1
1559,28,1,75,147,4.6,2,2,1,1,1,0,0,0,0
1560,64,79,136,3,5,6,2,2,2,4,1,1,1,0
1561,564,34,121,41,4.85,6,2,2,2,3,1,1,1,0
1562,1150,35,132,169,4.65,7,1,2,2,3,0,1,1,1
1563,87,90,120,156,4.7,7,1,2,2,3,0,1,1,1
1564,233,4,129,6,5,6,2,2,2,3,0,1,1,0
1565,498,71,235,62,4.85,6,3,3,2,3,1,0,1,0
1566,85,15,99,87,5,2,3,1,1,1,1,0,1,1
1567,778,90,78,67,4.95,2,1,1,1,1,1,0,0,0
1568,519,29,99,163,4.75,5,2,3,1,4,0,0,1,1
1569,692,0,80,23,4.95,2,1,1,1,1,0,1,0,0
1570,458,21,94,35,4.7,4,5,1,1,3,0,1,1,1
1571,269,3,180,22,4.7,4,3,1,1,2,0,1,0,0
1572,933,90,125,42,4.3,6,2,2,2,3,0,1,1,1
1573,529,66,325,9,5,6,7,3,3,3,1,1,1,1
1574,947,44,461,23,4.5,12,5,4,4,6,0,1,1,1
1575,2,61,60,25,4.9,2,4,1,1,1,0,0,0,0
1576,1102,27,125,99,4.95,4,3,1,1,3,1,1,1,1
1577,865,37,144,2,5,3,4,1,1,1,1,1,1,1
1578,1158,39,54,371,4.45,2,1,1,1,1,0,1,1,1
1579,271,90,96,5,4.8,8,31,2,2,5,0,1,1,0
1580,469,0,35,15,4.65,2,1,1,1,1,0,0,0,0
1581,549,5,33,30,4.55,1,1,1,1,1,1,0,0,1
1582,982,0,130,6,4.35,6,1,1,1.5,3,0,0,1,0
1583,21,19,99,139,4.5,3,2,1,1,2,0,1,1,0
1584,288,3,99,119,4.45,3,2,1,1,2,0,1,1,0
1585,578,0,1550,29,5,4,1,2,3,2,1,1,1,0
1586,23,1,76,7,4.65,2,5,1,1,1,0,0,0,0
1587,13,3,63,1,0,2,2,1,1,1,0,0,1,0
1588,947,41,300,16,4.6,4,3,2,2,3,0,1,1,0
1589,137,10,69,96,4.95,2,2,1,1,1,1,0,0,0
1590,442,86,87,163,4.75,2,2,1,1,1,0,0,1,1
1591,995,77,234,24,4.4,6,3,3,2,3,0,0,1,0
1592,317,15,90,8,3.9,4,7,2,1,2,0,1,1,0
1593,87,0,55,24,5,2,3,1,1,1,0,0,0,0
1594,467,19,65,14,5,2,28,1,1,1,1,1,1,0
1595,526,23,231,50,4.75,7,1,3,3,5,0,1,1,1
1596,700,54,118,1,5,4,2,1,1,2,1,1,1,0
1597,241,54,115,52,4.65,6,1,1,1.5,3,0,1,0,0
1598,534,62,288,32,4.95,6,6,3,2,3,1,1,1,0
1599,660,14,70,38,4.65,2,3,1,1,2,1,1,1,1
1600,63,72,137,89,4.9,2,2,1,1,1,1,1,0,0
1601,512,11,90,9,4.35,4,8,2,1,2,0,1,1,0
1602,105,0,100,14,4.55,4,9,2,1,2,0,1,1,0
1603,56,72,325,14,4.95,8,6,4,3,4,1,1,1,0
1604,866,17,450,41,4.95,4,5,2,1,2,1,0,1,0
1605,529,1,65,1,0,2,1,1,1,1,0,0,0,1
1606,880,13,261,27,5,7,7,2,1,4,1,1,1,0
1607,970,88,68,93,4.9,4,3,1,1,3,1,1,1,1
1608,922,67,39,55,4.9,1,1,1,1,1,1,1,0,1
1609,460,89,73,59,4.15,4,1,1,1,2,0,1,1,1
1610,555,90,628,33,4.8,10,3,4,3,4,0,0,1,0
1611,515,3,211,37,4.6,3,3,1,1,2,0,1,1,0
1612,389,68,96,30,4.65,2,3,1,1,1,0,1,1,0
1613,1066,40,2132,63,4.85,16,3,8,7,9,0,0,1,0
1614,203,12,299,8,4.25,6,3,2,2,4,0,1,1,0
1615,465,90,175,17,5,6,3,3,2,4,0,0,1,0
1616,933,0,399,17,4.6,5,3,2,2,3,0,1,1,0
1617,562,13,87,4,4.25,4,1,1,1,2,0,1,1,1
1618,147,4,199,4,5,6,3,2,2,3,0,1,1,0
1619,839,41,56,76,4.15,2,1,1,1,1,0,1,1,1
1620,972,13,73,51,4.35,4,1,1,1,2,0,1,1,1
1621,656,3,181,1,5,6,1,2,2,3,0,1,1,0
1622,645,36,193,14,4.5,3,3,1,1,2,0,1,1,1
1623,687,19,190,3,5,6,3,2,2,4,0,1,1,0
1624,623,66,275,19,5,4,6,2,2,2,1,1,1,0
1625,108,60,118,1,5,4,2,1,1,2,1,1,1,0
1626,733,4,1223,35,4.9,16,3,7,5,15,1,1,1,0
1627,900,49,300,93,4.9,8,7,4,3,4,1,0,1,0
1628,946,90,99,48,4.95,2,3,1,1,2,0,1,1,0
1629,860,89,275,50,4.8,10,3,4,3,7,0,0,1,1
1630,227,79,314,18,5,6,6,3,2,3,1,1,1,0
1631,261,51,80,5,4.8,4,20,1,1,2,0,0,1,0
1632,599,42,208,17,4.35,8,2,4,3.5,4,0,1,1,1
1633,568,7,85,6,4.6,4,90,1,1,2,0,0,1,0
1634,798,1,170,8,3.55,4,3,1,1.5,1,0,1,1,0
1635,1133,43,74,155,4.9,2,2,1,1,1,1,1,1,1
1636,182,52,210,114,4.65,6,2,3,2,3,0,0,1,1
1637,584,0,53,67,4.9,2,2,1,1,1,1,0,0,0
1638,782,2,111,2,5,2,3,1,2,1,0,0,0,0
1639,443,54,106,1,1,2,2,1,1,1,1,1,1,0
1640,513,54,112,11,4.2,4,2,1,1,2,1,1,1,0
1641,260,90,102,45,4.85,2,2,1,1,2,1,1,1,1
1642,921,29,59,68,4.2,2,1,1,1,1,0,1,1,1
1643,436,70,130,107,4.8,4,3,1,1,2,1,0,1,0
1644,468,2,264,30,4.45,6,7,2,2.5,3,0,0,1,0
1645,913,12,141,67,4.75,6,3,2,2,3,0,1,1,0
1646,173,59,150,11,5,6,2,2,2,4,1,1,1,0
1647,335,54,133,1,5,6,2,2,2,4,1,1,1,0
1648,543,90,120,330,4.85,2,1,1,1,2,1,1,1,1
1649,271,35,131,74,4.75,4,3,1,1,1,0,1,1,0
1650,584,1,3500,2,0,3,1,3,2,2,0,0,0,0
1651,793,71,129,108,4.9,12,4,4,2,4,1,0,1,1
1652,179,34,61,124,4.6,2,1,1,1,1,0,1,1,1
1653,919,56,90,34,4.8,4,3,1,1,3,1,1,1,1
1654,878,9,138,14,4.45,6,2,2,2,3,0,1,1,1
1655,447,7,450,1,0,4,10,1,1,2,0,0,1,1
1656,93,38,135,88,4.95,4,3,1,1,2,1,1,1,1
1657,547,27,49,54,4.25,3,4,2,1,2,0,0,1,1
1658,857,54,112,10,4.9,4,2,1,1,2,1,1,1,0
1659,361,90,47,14,4.65,1,30,1,1,1,0,1,1,0
1660,214,44,185,5,4,6,30,3,3,3,0,1,1,0
1661,973,1,100,6,5,3,7,1,1,1,0,0,1,0
1662,149,35,90,13,4.85,5,7,2,2,4,1,1,1,0
1663,868,3,119,20,4.8,4,6,2,1,2,1,1,1,0
1664,533,7,59,145,4.85,4,5,1,1,1,1,1,1,1
1665,55,46,13,93,4.55,1,1,1,2,1,0,1,0,1
1666,787,89,69,164,4.55,4,1,2,1,3,0,0,1,1
1667,455,0,43,4,3.75,1,3,1,1,1,0,0,0,0
1668,631,54,118,2,5,4,2,1,1,2,1,1,1,0
1669,961,21,56,225,4.75,3,2,1,1,2,0,0,1,0
1670,570,41,230,71,4.5,14,3,4,3,8,0,0,1,1
1671,717,35,38,126,4.95,1,1,1,1,1,1,1,0,0
1672,990,0,32,2,3,1,1,1,1,1,0,0,0,0
1673,115,35,81,148,4.8,4,2,1,1.5,2,0,1,1,1
1674,1146,0,90,38,4.95,2,3,1,1,1,1,1,0,0
1675,3,54,133,7,4.85,6,2,2,2,4,1,1,1,0
1676,125,0,89,44,4.75,2,5,1,1,1,0,1,1,0
1677,350,9,47,31,4.65,2,3,1,1,1,0,0,0,0
1678,910,0,81,97,4.7,4,1,1,1,1,0,1,1,0
1679,33,16,239,13,4.85,5,5,2,2,3,0,0,1,0
1680,1149,6,66,23,4.5,2,1,1,1,0,0,1,1,0
1681,53,7,68,1,0,3,120,1,1,2,0,0,1,0
1682,479,53,289,121,5,9,3,3,2,5,1,0,1,1
1683,117,31,105,52,4.65,4,3,1,1,4,0,0,1,1
1684,248,90,189,31,4.7,6,2,2,2,3,0,1,1,0
1685,476,16,80,398,4.85,2,1,1,1,1,1,1,0,1
1686,320,0,75,88,4.75,2,2,1,1,1,0,1,1,1
1687,847,12,129,62,4.4,6,3,2,2,3,0,1,1,0
1688,703,0,76,50,4.55,2,5,1,1,1,0,1,1,0
1689,53,0,399,39,5,4,3,2,2,3,0,1,1,0
1690,67,21,96,82,4.8,6,3,2,1,3,1,1,1,0
1691,423,5,95,114,4.75,4,2,2,1,2,1,0,1,0
1692,589,0,74,16,4.65,2,1,2,1,1,1,1,0,0
1693,846,15,64,67,4.9,5,1,2,1,2,1,1,1,0
1694,258,6,112,15,4.75,4,4,1,1,2,0,1,0,0
1695,198,36,75,33,4.4,4,4,1,1,2,0,1,1,0
1696,947,10,80,116,4.95,2,3,1,1,1,1,1,1,0
1697,862,56,364,6,5,10,3,4,3,5,0,1,1,0
1698,918,75,70,85,5,4,2,2,1,3,1,1,0,1
1699,192,73,211,105,4.85,7,3,3,2,4,1,1,1,1
1700,699,16,75,26,4.7,3,1,1,1.5,1,0,0,1,0
1701,1006,2,132,9,5,4,4,1,1,2,0,1,0,0
1702,778,67,59,152,4.8,2,30,1,1,2,1,0,1,0
1703,739,32,46,174,4.8,2,3,1,1,1,1,1,1,0
1704,258,75,46,98,4.85,2,3,1,1,1,1,0,0,0
1705,1037,58,35,27,4.75,2,5,1,1,2,0,0,0,0
1706,545,37,100,79,4.9,4,1,2,1,2,1,1,1,1
1707,158,3,61,320,4.8,2,1,1,1,2,1,1,0,1
1708,765,89,229,73,4.8,7,1,3,2,6,1,1,1,0
1709,728,90,103,10,3.65,4,2,1,1,4,0,1,1,1
1710,876,50,135,63,4.9,4,4,2,1,2,1,0,1,0
1711,612,90,395,37,4.85,10,4,5,2,7,1,1,1,0
1712,453,90,62,88,4.95,3,2,1,1,1,1,0,1,1
1713,612,57,51,56,4.1,2,1,1,1,1,0,1,1,1
1714,945,15,349,42,4.75,12,1,4,4,4,0,1,1,1
1715,257,31,145,1,5,2,3,1,1,1,0,1,1,1
1716,567,27,600,4,5,6,7,3,3,3,1,1,1,0
1717,812,23,200,5,4.2,8,3,3,2.5,4,0,1,1,0
1718,913,51,90,232,4.95,4,1,1,1,2,1,0,1,1
1719,273,56,299,111,4.7,16,1,5,3,5,0,1,1,1
1720,258,58,625,2,4,6,6,3,2,4,0,1,1,1
1721,1076,37,98,5,5,4,4,1,1,2,0,1,1,1
1722,214,2,79,13,4.6,2,2,1,1,1,0,1,0,0
1723,210,2,199,5,4.2,6,3,2,2,3,0,1,1,0
1724,522,2,199,6,4.65,6,2,2,2,3,0,1,1,0
1725,211,28,255,64,4.95,14,3,5,3,10,1,1,1,0
1726,188,63,252,91,5,6,4,2,2,3,1,1,1,0
1727,536,67,50,7,5,4,7,1,2,1,0,1,1,0
1728,762,16,41,127,4.7,2,2,1,1,1,0,1,1,1
1729,262,27,247,7,4.45,6,3,2,2,3,0,1,1,1
1730,455,5,220,44,4.8,6,2,2,2,3,0,1,1,0
1731,913,90,55,5,3,2,90,1,1,1,0,1,1,0
1732,872,50,238,16,5,6,3,2,2,5,1,1,1,1
1733,1067,11,34,50,4.95,1,3,1,1,1,1,1,0,1
1734,168,67,120,80,4.75,6,1,3,2.5,3,1,1,1,1
1735,634,49,249,79,4.95,4,5,2,2,2,1,0,1,0
1736,892,2,58,8,5,2,1,1,1,1,0,0,0,0
1737,817,90,190,3,3.35,6,3,2,2,3,0,1,1,0
1738,889,25,45,75,4.85,2,2,1,1,1,0,1,0,0
1739,49,4,35,25,4.7,1,1,1,1,1,0,0,0,0
1740,203,43,90,18,4.85,2,7,1,1,1,1,1,1,0
1741,271,75,218,58,4.8,10,4,5,3,6,0,0,1,1
1742,550,2,160,10,5,2,5,1,2,1,0,0,1,0
1743,9,90,67,12,4.25,3,1,1,1,2,0,1,1,0
1744,261,34,58,127,4.9,4,2,1,1,1,1,0,1,0
