listing_id,host_id,occupancy,price,number_of_reviews,rating,accommodates,minimum_nights,bedrooms,bathrooms,beds,host_is_superhost,pro_host,entire_home,instant_bookable
896,614,30,25,130,4.75,4,1,1,1,2,0,1,0,0
897,455,24,25,120,4.75,4,1,1,1,2,0,1,0,0
898,672,38,84,64,4.55,3,2,1,1,1,0,1,1,1
899,297,90,255,13,4.85,6,6,3,3,3,1,1,1,0
900,892,21,299,9,4.8,6,31,3,2,4,0,0,1,0
901,1130,0,67,34,4.75,2,3,1,1,1,1,1,1,0
902,461,45,59,188,4.8,2,2,1,1,1,0,1,1,0
903,34,8,120,28,4.9,4,1,1,1,1,1,1,1,0
904,631,1,550,2,0,6,28,3,2.5,3,0,0,1,0
905,129,90,529,47,4.6,8,30,2,2,4,0,0,1,0
906,349,25,104,76,4.65,4,1,2,1,4,0,1,1,0
907,566,0,61,26,4.5,2,1,1,1.5,1,0,1,0,0
908,258,0,95,9,4.8,4,7,1,1,2,0,1,1,0
909,297,20,429,65,4.95,10,3,5,5.5,7,1,0,1,0
910,447,54,122,172,4.8,2,1,1,1,1,1,1,1,0
911,1134,1,60,124,4.85,2,3,1,1,1,1,0,0,0
912,917,16,81,97,4.9,2,2,1,1,1,0,1,1,0
913,305,57,50,10,4.4,1,7,1,1,1,0,1,0,0
914,227,22,52,10,4.9,1,7,1,1,1,0,1,0,0
915,295,67,90,117,4.85,2,1,1,1,1,0,1,0,0
916,109,67,250,20,4.7,6,3,3,3,3,0,1,1,1
917,661,43,89,151,4.75,4,1,1,1,2,1,1,1,0
918,478,43,150,25,4.5,8,2,3,2,3,1,1,1,0
919,200,30,500,44,4.75,16,2,5,3,8,1,1,1,0
920,455,1,122,2,5,2,4,1,1,2,0,0,1,0
921,3,6,186,47,4.85,2,4,1,1,1,0,1,1,0
922,585,1,55,31,4.95,2,4,1,1,1,1,0,1,0
923,242,38,100,5,4.8,4,1,1,1,2,0,1,1,1
924,814,73,100,2,3.5,4,1,1,1,2,0,1,1,1
925,881,37,71,15,4.75,4,5,1,1.5,3,0,1,1,0
926,636,40,51,49,4.85,2,3,1,1,1,1,1,1,0
927,443,60,89,37,4.9,4,1,1,1,1,0,1,1,1
928,443,12,110,5,5,4,30,2,2,3,1,0,1,0
929,67,89,240,122,4.95,7,3,3,2,5,1,1,1,1
930,387,21,74,51,4.75,4,2,1,1,2,0,1,1,1
931,131,0,49,58,4.5,5,3,1,8,5,0,1,0,0
932,1153,21,103,78,4.65,4,3,2,1,2,0,1,1,0
933,1131,44,211,18,4.9,6,3,3,2,4,0,1,1,0
934,101,60,154,18,5,2,7,1,1,1,1,1,1,0
935,680,14,55,11,4.9,1,2,1,1,1,1,1,0,0
936,885,55,140,1,5,6,180,3,2.5,3,0,0,1,0
937,865,48,585,32,4.7,8,3,3,2.5,4,1,1,1,1
938,447,1,155,16,4.75,9,5,2,1,5,0,0,1,0
939,203,21,104,74,4.45,4,1,2,1,3,0,1,1,0
940,717,5,74,165,4.9,3,2,1,1,2,1,0,1,0
941,584,41,140,15,4.85,4,3,2,1,2,1,0,1,0
942,1060,63,97,46,4.85,4,3,2,1,2,1,1,1,0
943,423,10,75,13,4.25,2,5,1,1,0,0,0,1,1
944,376,35,30,23,4.75,1,3,1,1,1,0,0,0,0
945,692,22,119,110,4.75,5,4,2,2,2,1,1,1,1
946,992,0,350,2,5,6,1,1,3,3,0,1,0,0
947,16,90,73,86,4.95,2,1,1,1,1,1,0,0,0
948,334,54,60,135,4.8,4,2,1,1,2,0,0,1,1
949,818,90,65,22,4.95,2,5,1,1,1,0,0,0,0
950,36,13,328,20,4.6,5,2,1,1,3,0,1,1,1
951,227,6,300,9,4.55,4,3,2,2,3,0,0,1,0
952,258,21,88,380,4.7,6,1,3,2,3,0,1,1,0
953,638,0,100,14,4.85,2,2,1,1,1,0,1,0,0
954,952,0,100,19,4.7,2,2,1,1,1,0,1,0,0
955,1051,64,186,48,4.5,10,5,4,2,6,0,1,1,0
956,529,16,78,119,4.95,4,1,1,1,2,1,1,1,0
957,901,29,250,38,4.8,4,2,2,1,2,1,1,1,0
958,608,27,466,39,4.55,10,2,4,3,7,0,1,1,1
959,128,34,403,30,4.75,7,2,2,2,4,0,1,1,1
960,1028,49,524,43,4.9,10,3,3,3,7,1,1,1,0
961,852,37,120,31,4.75,5,1,2,2,4,1,1,0,0
962,747,4,78,99,5,4,1,1,1,2,1,1,0,0
963,672,21,100,90,4.7,4,3,2,1,2,1,1,1,1
964,581,0,99,7,3.85,2,2,1,1,1,0,1,1,0
965,665,0,138,2,5,3,2,1,1,1,0,1,1,0
966,107,73,945,28,4.9,10,7,4,3,7,1,1,1,0
967,455,26,429,41,4.15,10,3,6,3,7,0,1,1,1
968,1100,10,99,54,4.7,6,7,3,2.5,4,1,1,1,0
969,834,89,600,306,4.8,2,1,1,1,1,1,1,1,0
970,258,67,125,5,4.75,2,7,1,1,1,0,0,1,0
971,919,59,38,11,5,2,30,1,1,1,1,1,1,1
972,259,1,54,9,4.35,1,1,1,1,1,0,1,0,0
973,99,66,2000,8,4.85,6,365,3,2.5,3,0,0,1,0
974,483,15,79,76,4.75,4,4,1,1,3,1,1,1,1
975,209,90,48,2,5,2,365,1,1,2,0,1,1,0
976,1096,73,180,49,4.6,14,6,5,3,14,1,1,1,0
977,39,76,85,19,4.95,2,3,1,1,1,1,1,1,0
978,67,6,200,158,4.95,4,60,1,1.5,1,1,1,1,0
979,23,0,50,60,4.7,2,2,1,1,1,0,1,0,1
980,1080,1,60,35,4.5,2,1,1,1,1,0,0,1,0
981,720,1,150,28,4.65,6,3,3,1.5,3,0,0,1,0
982,925,2,129,22,4.95,6,30,3,3,3,0,1,1,0
983,447,28,250,32,4.8,8,7,4,3,5,1,1,1,0
984,258,58,562,60,4.9,10,3,4,3,7,1,1,1,0
985,573,57,339,15,4.75,7,7,3,3.5,3,1,1,1,1
986,80,59,509,22,4.85,10,7,5,4.5,5,1,1,1,0
987,496,37,296,36,4.7,8,7,4,3,4,1,1,1,0
988,853,26,260,20,4.75,8,7,4,4.5,5,1,1,1,0
989,504,45,339,37,4.9,8,7,4,4,6,1,1,1,0
990,209,1,99,38,4.9,6,7,3,2.5,3,1,1,1,0
991,844,25,285,65,4.65,8,3,3,3,5,0,1,1,0
992,913,5,75,41,5,2,3,1,1,1,1,0,1,1
993,307,3,250,1,0,3,30,1,1,1,0,0,1,0
994,1113,13,82,207,4.9,4,2,1,1,3,1,1,1,0
995,198,68,600,24,4.85,12,5,4,4.5,7,0,1,1,0
996,92,37,300,10,4.5,9,3,4,2,6,0,1,1,1
997,924,6,89,1,0,2,3,5,4,6,0,0,0,0
998,604,49,70,132,4.75,9,1,1,1,5,1,1,1,0
999,455,57,1100,25,4.85,12,5,6,4.5,12,0,0,1,0
1000,845,66,185,10,4.1,7,3,2,2,3,0,1,1,1
1001,650,23,100,62,4.75,2,6,1,1,1,0,1,1,1
1002,623,11,33,6,4.15,1,3,1,1,1,0,0,0,0
1003,460,62,175,86,4.75,4,2,2,2,2,1,1,1,0
1004,825,0,30,23,4.3,2,50,1,1,1,0,0,0,0
1005,607,35,150,33,4.75,6,1,2,1,4,1,1,0,0
1006,788,8,118,6,5,4,2,1,1,1,0,0,1,0
1007,243,7,56,311,4.85,2,1,1,1,1,1,1,1,0
1008,1012,4,63,197,4.75,4,3,1,1,2,1,1,1,0
1009,245,4,229,46,4.6,6,2,2,2,3,0,1,1,0
1010,1136,88,295,25,5,6,28,3,2.5,6,1,0,1,0
1011,454,71,110,55,4.8,4,3,2,1,3,1,0,1,0
1012,662,17,76,40,4.55,4,3,1,1,1,0,1,1,0
1013,602,4,166,54,4.7,7,2,2,2,4,0,1,1,1
1014,625,0,150,3,3.35,8,7,2,2,4,0,1,1,0
1015,621,69,300,6,5,6,4,3,2,4,1,1,1,0
1016,609,2,100,2,5,4,7,1,1,2,0,1,1,0
1017,507,4,71,74,4.4,2,3,1,1,1,0,0,1,0
1018,281,90,135,184,4.8,4,3,2,1,4,1,1,1,0
1019,153,25,53,67,4.85,3,7,1,1,1,1,1,1,0
1020,802,19,226,49,5,4,4,2,2,3,1,1,1,0
1021,462,4,61,177,4.8,4,2,1,1,2,1,1,1,0
1022,786,20,65,156,4.8,4,2,1,1,2,1,1,1,0
1023,75,6,63,203,4.8,6,2,2,1,4,1,1,1,0
1024,83,90,100,7,4.85,2,28,1,1,1,1,1,1,0
1025,587,90,79,4,5,6,29,2,2,2,0,0,1,0
1026,606,33,299,18,5,8,5,3,2.5,7,0,0,1,0
1027,263,37,221,16,4.9,10,7,4,3,5,0,1,1,1
1028,459,25,225,12,4.75,6,4,3,2,4,0,1,1,0
1029,286,39,89,48,4.5,6,1,2,2,4,0,1,1,0
1030,539,27,290,13,5,6,1,2,2,3,0,1,0,0
1031,100,39,303,6,4.75,6,1,2,2,3,0,1,0,0
1032,941,53,138,96,4.85,7,3,3,1,3,0,1,1,0
1033,722,90,99,140,4.75,4,5,1,1,1,1,1,1,0
1034,529,90,53,10,4.7,4,30,1,1,2,0,1,1,0
1035,631,1,150,5,4,2,1,1,1,1,0,1,0,0
1036,246,31,95,29,4.7,5,21,2,2,4,1,1,1,0
1037,98,7,100,1,5,6,183,2,2,3,0,0,1,0
1038,643,89,250,57,4.95,4,7,2,2.5,2,1,1,1,0
1039,222,34,87,23,4.85,5,14,2,2,3,1,1,1,0
1040,1038,58,85,19,4.85,5,14,2,2,3,1,1,1,0
1041,358,31,879,19,5,10,3,4,2,4,1,1,1,0
1042,529,33,190,73,5,8,2,3,2.5,6,0,0,1,0
1043,14,65,80,55,4.95,2,3,1,1.5,2,1,0,1,0
1044,1157,31,250,107,4.85,8,3,3,2,4,1,1,1,1
1045,150,80,268,44,4.9,8,1,2,2,4,1,1,0,0
1046,177,80,180,59,4.9,4,1,1,1,2,1,1,0,0
1047,905,12,53,11,4.55,4,30,1,1,1,0,1,1,1
1048,143,90,155,3,4.65,2,1,1,1,1,0,1,0,1
1049,749,29,150,23,4.9,6,5,2,2,3,1,1,1,0
1050,429,0,98,92,4.3,2,500,1,1,1,0,0,1,0
1051,780,84,77,15,4.85,4,13,1,1,1,0,0,1,0
1052,544,80,150,114,4.95,4,1,1,1,2,1,1,0,0
1053,250,6,185,7,4.55,4,30,2,2.5,2,0,0,1,0
1054,561,1,49,100,4.5,7,1,1,1,3,0,1,1,0
1055,328,17,42,81,4.4,3,1,1,1,2,0,1,0,0
1056,451,7,39,54,4.55,5,1,1,1,3,0,1,0,1
1057,299,28,34,33,4.65,3,1,1,1,2,0,1,0,0
1058,743,0,34,31,4.45,6,1,1,1.5,4,0,1,0,0
1059,1091,58,141,74,4.85,8,7,3,2,4,1,1,1,1
1060,297,27,50,32,4.9,2,6,1,1,1,1,1,1,1
1061,739,83,85,5,5,2,28,1,1,1,1,1,1,1
1062,520,15,135,6,5,2,28,1,1,1,1,1,1,1
1063,1036,18,1067,88,4.95,16,3,7,4,9,1,1,1,0
1064,804,0,117,2,5,1,1,1,1,1,0,1,0,0
1065,208,36,97,82,4.5,4,2,2,1,3,0,1,1,0
1066,962,36,234,29,4.85,6,3,2,2,2,1,1,1,0
1067,447,90,77,23,4.8,3,3,1,1,1,0,0,1,0
1068,869,0,1143,18,4.9,2,1,1,1,1,0,0,1,0
1069,631,6,110,6,4.75,4,7,1,1,1,0,0,1,0
1070,1090,51,275,100,4.7,6,3,3,3,4,0,1,1,1
1071,205,1,80,170,4.95,2,5,1,1,1,1,1,1,0
1072,406,33,314,60,4.8,10,3,4,2,7,1,1,1,0
1073,584,60,124,115,4.6,6,3,3,2,3,0,0,1,1
1074,501,54,103,211,4.9,2,1,1,1,1,1,1,1,0
1075,58,55,153,17,4.9,4,2,1,1.5,1,0,0,1,0
1076,1068,19,250,4,5,7,4,3,2,4,0,1,1,0
1077,533,32,235,27,5,6,7,3,2,4,1,0,1,1
1078,1124,11,118,35,4.95,4,3,2,2,2,1,1,1,0
1079,624,1,58,19,4.85,2,1,1,1,1,0,0,0,0
1080,667,32,169,50,4.25,8,5,3,2,4,0,1,1,0
1081,1022,17,105,5,5,5,15,2,2,2,1,1,1,0
1082,1122,27,144,16,4.6,2,2,1,1,1,0,1,1,0
1083,1050,0,45,50,4.9,2,4,1,1,1,1,1,0,0
1084,356,33,64,24,4.9,2,14,1,1,2,1,1,1,0
1085,526,1,60,67,4.6,2,1,1,1,1,0,0,0,0
1086,623,55,335,22,5,8,4,4,3,5,1,1,1,0
1087,1107,54,114,206,4.85,2,1,1,1,1,1,1,1,0
1088,474,7,336,7,5,2,31,2,1,2,0,0,1,0
1089,775,53,95,106,4.95,3,2,1,1,1,1,1,1,0
1090,173,33,194,26,4.9,6,4,2,2,3,0,1,1,0
1091,904,0,50,55,4.85,2,2,1,1,1,0,1,0,1
1092,923,1,150,1,5,4,30,1,1,2,0,0,1,0
1093,417,31,66,92,4.7,4,2,1,1,1,0,1,1,1
1094,1100,45,236,50,4.8,8,2,3,3,3,0,1,1,0
1095,50,44,79,318,4.65,7,1,3,2,4,0,1,1,0
1096,783,6,45,2,5,1,30,1,1,1,0,0,0,0
1097,1009,0,80,24,4.75,2,3,1,1,2,1,1,1,0
1098,30,45,104,40,4.65,4,1,1,1.5,2,0,1,1,1
1099,978,23,155,11,4.9,6,3,3,3,4,1,1,1,0
1100,624,0,200,2,5,6,30,3,3,3,0,1,1,0
1101,469,41,199,13,4.75,8,5,3,2,5,1,1,1,0
1102,687,20,30,94,4.85,1,2,1,1,1,1,1,0,0
1103,612,30,115,12,5,2,5,1,1,1,0,0,1,0
1104,289,35,144,105,4.95,5,3,2,1,3,1,0,1,0
1105,17,17,4250,7,5,14,4,7,7.5,11,0,0,1,1
1106,287,36,87,105,4.75,2,5,1,1,1,0,1,1,0
1107,687,2,54,12,4.65,2,20,1,1.5,4,1,1,0,0
1108,6,2,275,15,4.95,6,6,2,2,3,0,1,1,0
1109,1018,1,60,4,5,2,1,1,1,1,0,0,0,0
1110,991,22,72,202,4.85,2,2,1,1,1,0,1,0,1
1111,820,4,134,87,4.95,2,2,1,1,1,1,1,0,0
1112,805,1,55,19,4.9,2,1,1,1,1,0,0,0,0
1113,447,6,103,74,4.95,6,2,1,1,1,1,1,0,0
1114,253,0,50,11,4.8,2,1,1,1,1,1,1,0,0
1115,265,1,65,8,4.9,2,2,1,1.5,1,1,1,0,0
1116,687,34,89,2,0,4,7,1,1,2,0,1,0,0
1117,335,0,65,12,4.9,2,3,1,1.5,1,1,1,0,0
1118,573,18,213,27,5,8,3,3,2,4,1,1,1,1
1119,981,1,75,4,4.75,3,1,1,1,1,1,1,0,0
1120,149,0,55,22,4.9,2,1,1,1.5,1,1,1,0,0
1121,729,1,89,3,4,4,3,1,2,0,0,1,0,0
1122,712,32,140,134,4.75,6,2,3,2,4,0,0,1,0
1123,554,11,1081,98,4.85,14,3,5,3,8,0,1,1,1
1124,1060,1,35,163,4.65,1,1,1,1,1,0,1,0,1
1125,173,8,129,130,4.95,4,3,1,2,2,1,1,1,1
1126,261,10,39,79,4.85,2,2,1,1,2,1,1,0,0
1127,346,1,399,5,4,8,6,3,2,6,0,1,1,0
1128,947,46,291,64,4.75,8,4,3,3,4,0,0,1,1
1129,429,17,80,19,5,2,4,1,1,1,1,0,1,0
1130,1074,71,85,30,4.85,6,5,2,2,2,1,1,1,1
1131,75,8,112,97,4.95,2,2,1,1,1,1,1,0,1
1132,470,16,75,10,5,2,14,1,1,1,0,0,1,0
1133,579,49,55,230,4.85,3,3,1,1,2,1,1,1,0
1134,304,53,286,51,4.8,8,3,4,2,5,1,1,1,0
1135,584,83,650,4,5,8,3,2,2,4,0,1,0,1
1136,80,17,44,138,5,2,2,1,1,1,1,0,0,1
1137,732,90,49,490,4.8,2,1,1,1,1,1,0,0,0
1138,147,24,1028,10,4.7,10,4,4,3,5,1,1,1,1
1139,850,0,90,52,4.75,2,7,1,1,2,0,1,1,1
1140,317,35,144,68,4.85,6,2,2,2,3,1,1,0,1
1141,165,60,280,6,5,8,4,4,3,4,0,0,1,0
1142,264,33,1339,33,4.9,14,3,6,5.5,7,1,1,1,1
1143,724,67,86,80,4.65,2,1,1,1,1,0,1,1,1
1144,497,5,40,18,4.95,3,1,1,1,0,0,0,0,0
1145,700,7,140,2,5,4,14,2,2,2,0,1,1,0
1146,912,4,58,300,4.8,2,1,1,1,1,1,1,1,0
1147,637,30,79,67,4.55,2,3,1,1,1,0,0,1,1
1148,892,85,123,122,4.95,4,4,2,1,2,1,0,1,0
1149,363,74,838,16,5,8,3,3,4,3,1,1,1,1
1150,673,73,164,165,4.95,4,3,1,2,2,1,1,1,1
1151,1082,6,87,70,4.65,4,1,1,1,2,0,0,1,1
1152,1034,90,650,6,5,8,3,2,2,4,0,1,0,1
1153,367,88,149,20,5,2,1,1,1,1,1,1,0,0
1154,1156,0,2000,11,4.9,2,14,1,1,2,0,1,0,0
1155,515,2,100,1,0,4,15,1,2,2,0,1,1,0
1156,1144,0,89,3,4.65,4,1,1,1,1,0,1,0,0
1157,642,90,99,50,5,2,2,1,1,1,1,1,0,0
1158,195,88,99,75,5,2,2,1,1,1,1,1,0,0
1159,447,90,85,4,5,4,1,1,1,1,1,1,0,0
1160,668,67,67,346,4.9,2,1,1,1,1,1,0,1,0
1161,510,88,99,44,5,2,2,1,1,1,1,1,0,0
1162,53,88,98,57,5,2,2,1,1,1,0,0,1,0
1163,37,72,135,17,4.95,2,3,1,1,2,0,1,1,0
1164,624,90,417,71,4.95,8,3,4,5,4,1,1,1,0
1165,776,8,90,25,4.55,3,1,1,1,1,0,1,1,0
1166,806,16,99,24,4.8,2,4,1,1,1,0,1,1,1
1167,301,45,838,32,4.95,8,3,3,4,3,1,1,1,1
1168,897,65,267,147,4.85,8,1,2,2,4,1,1,1,1
1169,131,57,209,64,4.9,6,2,2,1.5,4,1,1,1,0
1170,351,90,208,33,4.55,10,2,4,3.5,5,0,1,1,1
1171,178,69,50,98,5,2,3,1,1,1,1,0,1,1
1172,344,30,367,141,4.9,10,2,3,2,5,0,1,1,0
1173,88,61,356,41,4.95,10,5,4,4,6,1,1,1,0
1174,624,0,246,45,4.75,6,1,2,2,3,0,0,1,0
1175,815,4,39,184,4.8,2,1,1,1,1,1,1,0,0
1176,101,0,181,12,4.2,6,1,2,2,3,0,1,1,1
1177,925,48,13,146,4.35,2,1,1,1,1,0,1,0,1
1178,525,90,89,2,3.5,7,10,2,1,4,0,1,1,0
1179,768,49,12,87,4.25,1,1,1,1,0,0,1,0,1
1180,263,89,88,9,5,4,1,1,1,1,1,1,1,0
1181,299,67,13,85,4.2,1,1,1,1,1,0,1,0,1
1182,189,67,12,63,4.1,1,1,1,2,1,0,1,0,1
1183,913,0,40,163,4.85,2,1,1,1,1,1,1,0,0
1184,858,0,89,10,4.1,4,1,1,1,2,0,1,0,1
1185,632,0,136,11,4.25,4,1,1,1,2,0,1,0,1
1186,598,90,259,34,4.75,7,2,3,3,3,0,1,1,0
1187,447,6,135,12,4.65,6,2,2,2,3,0,1,1,1
1188,523,11,79,20,4.5,4,2,1,1,2,0,1,1,1
1189,567,36,79,35,4.75,4,2,1,1,2,0,1,1,1
1190,258,66,79,21,4.5,4,2,1,1,2,0,1,1,1
1191,812,15,69,104,4.9,4,2,1,1,1,1,1,1,1
1192,112,15,159,23,4.8,7,7,3,2.5,3,1,1,1,0
1193,102,82,257,38,4.9,6,3,3,2,3,1,1,1,0
1194,421,0,71,124,4.6,2,2,1,1,2,0,1,1,0
1195,246,29,175,35,4.8,7,2,2,2,2,0,1,1,0
1196,258,1,69,64,4.95,2,2,1,1,1,0,1,0,1
1197,1108,1,139,2,2,2,5,1,1,1,0,1,1,0
1198,508,1,211,4,4.65,4,5,2,2,3,0,1,1,0
1199,892,24,396,32,4.55,10,4,4,3.5,5,0,1,1,1
1200,218,40,86,29,4.4,2,2,1,1,1,0,1,1,1
1201,1073,22,175,95,4.95,5,2,2,2,4,1,1,1,0
1202,443,90,88,9,4.9,4,1,1,1,1,1,1,1,0
1203,855,81,260,7,5,6,1,2,1,3,1,1,1,0
1204,704,90,120,16,4.95,4,1,1,1,2,1,1,1,0
1205,49,90,78,31,4.9,2,1,1,1,1,1,1,1,0
1206,305,51,350,2,5,6,7,3,3,5,0,0,1,0
1207,446,40,443,90,4.75,12,1,5,4,8,1,1,1,0
1208,423,55,520,41,4.45,10,2,4,3,6,0,1,1,1
1209,152,51,275,36,4.95,5,6,1,1.5,3,0,0,1,1
1210,765,54,389,13,4.6,10,3,5,4,6,0,0,1,0
1211,455,1,75,7,3.65,4,6,1,1,2,0,0,1,0
1212,532,89,205,73,4.75,9,3,4,3,5,1,1,1,0
1213,697,59,212,168,4.8,10,2,3,2,8,1,1,1,1
1214,135,39,150,56,4.85,5,3,2,3,3,1,1,1,1
1215,746,46,175,12,4.75,7,2,2,2,3,0,1,1,1
1216,285,62,250,106,4.8,9,3,3,2,4,1,1,1,1
1217,339,9,149,28,4.55,4,2,2,1,3,1,1,1,0
1218,363,35,140,10,5,4,1,1,1,1,1,1,1,0
1219,529,34,80,18,4.7,4,3,1,1,2,1,1,1,1
1220,36,0,68,1,0,4,120,2,2,2,0,0,1,1
1221,1048,0,115,2,4,4,1,2,1.5,3,0,0,1,0
1222,240,9,285,32,4.75,6,3,3,3,5,0,1,0,0
1223,189,82,125,6,4.5,6,3,1,1,1,0,1,0,0
1224,23,26,186,28,4.9,6,3,2,1.5,3,1,1,1,1
1225,897,6,74,27,4.45,4,4,1,1,2,0,0,1,0
1226,618,24,85,100,4.95,2,2,1,1,1,1,1,1,0
1227,64,20,175,117,4.7,9,4,3,3,7,1,1,1,1
1228,489,1,69,36,4.8,2,2,1,1,1,0,1,0,0
1229,831,16,91,154,4.75,3,1,1,1,2,1,1,1,1
1230,1126,26,97,159,4.7,4,1,1,1,2,1,1,1,1
1231,695,88,330,11,4.45,8,2,2,2,4,0,1,1,1
1232,420,1,165,5,4.75,3,3,1,1,1,0,1,1,0
1233,7,0,243,51,4.75,7,2,3,3,5,0,1,1,0
1234,1101,0,165,6,4,2,3,1,1.5,1,0,1,1,0
1235,218,16,167,16,4.45,6,3,2,2,3,0,1,1,1
1236,221,89,140,2,4,4,1,1,1,1,1,1,1,0
1237,1128,88,180,18,4.6,4,1,1,1,2,1,1,0,0
1238,886,1,76,2,5,2,30,1,1,2,0,1,0,0
1239,888,62,90,137,4.9,2,3,1,1,1,1,1,1,0
1240,529,0,199,11,4.45,3,3,1,1,1,0,1,1,0
1241,925,0,169,64,4.5,5,2,1,1,2,0,1,1,0
1242,8,53,204,4,4.5,10,30,4,3.5,4,0,0,1,0
1243,830,0,42,4,4.75,2,2,1,1,1,0,0,0,0
1244,601,90,350,12,5,4,30,2,3,4,0,1,1,0
1245,493,5,143,2,4.5,4,2,1,1,2,0,1,1,0
1246,444,6,46,136,4.85,2,2,2,1,2,1,1,0,1
1247,274,64,117,141,4.8,7,3,3,2,4,1,0,1,1
1248,67,55,35,14,4.55,2,1,1,1,2,0,1,0,0
1249,566,54,158,15,3.95,4,28,1,1,1,0,1,0,1
1250,406,90,153,25,4.35,4,28,1,1,1,0,1,0,1
1251,439,0,95,2,3,4,4,1,1,2,0,1,1,0
1252,1069,0,175,2,3,8,7,2,2,4,0,1,1,0
1253,449,47,13,67,4.6,1,1,1,2,1,0,1,0,1
1254,509,3,46,192,4.85,2,1,1,1,1,1,1,0,0
1255,166,25,85,87,4.95,2,3,1,1,1,1,0,1,1
1256,1059,1,157,1,5,2,1,1,1,1,0,0,0,0
1257,811,53,79,26,5,4,1,2,1,3,1,1,1,0
1258,322,28,76,82,4.75,4,2,1,1,2,1,0,1,1
1259,1143,0,150,29,4.75,2,2,1,1,1,0,1,0,0
1260,677,36,69,60,4.65,2,10,1,1,2,1,1,1,0
1261,807,90,71,14,4.95,4,29,2,2,3,1,1,1,0
1262,71,37,59,257,4.95,2,1,1,1,1,1,1,1,0
1263,1079,16,190,62,4.9,5,4,3,1,4,1,1,1,0
1264,117,90,65,129,4.85,2,2,1,1,1,0,1,0,0
1265,338,90,70,116,4.8,2,1,1,1,1,1,0,1,0
1266,202,75,118,4,4.75,6,7,2,1,3,0,0,1,1
1267,1097,34,237,46,4.8,6,2,2,1.5,4,1,1,1,0
1268,38,2,55,22,4.75,2,3,1,1,0,1,0,1,0
1269,535,50,842,30,4.95,8,3,3,4,3,1,1,1,1
1270,233,45,94,50,4.5,2,4,1,1,1,0,1,1,1
1271,963,83,139,34,4.6,4,3,1,1,2,0,1,1,1
1272,1042,39,96,54,4.65,2,4,1,1,1,0,1,1,1
1273,701,8,350,11,4.2,8,3,5,2,8,0,0,1,0
1274,772,36,105,6,4.65,6,14,2,2,7,1,1,1,0
1275,1011,1,69,32,4.9,2,2,1,1,1,0,1,0,0
1276,309,44,254,53,4.75,8,7,4,3.5,5,1,1,1,0
1277,522,0,60,19,4.5,2,2,1,1,1,0,0,0,1
1278,554,90,57,69,4.7,2,1,1,1,1,0,1,1,1
1279,124,21,89,33,4.85,4,21,1,1,1,0,1,1,1
1280,326,90,83,61,4.7,4,1,1,1,1,0,1,1,1
1281,75,48,100,58,4.8,4,4,1,1,2,0,0,1,1
1282,947,90,106,112,4.85,4,3,1,1,2,0,0,1,1
1283,91,18,346,4,4.5,8,2,2,2,4,0,1,1,1
1284,1043,89,74,102,4.85,2,2,1,1,1,1,1,1,1
1285,140,63,88,133,4.9,3,3,1,1.5,2,1,0,1,0
1286,541,47,119,46,4.8,7,5,2,2,3,1,1,1,1
1287,420,87,110,16,4.8,5,7,2,2,5,0,1,1,0
1288,899,0,45,157,4.95,4,1,1,5,2,1,1,0,0
1289,43,36,94,13,4.6,4,4,1,1,4,0,1,1,0
1290,684,68,191,35,4.95,4,5,2,1,4,1,1,1,0
1291,31,16,153,8,5,8,3,2,2,3,0,1,1,0
1292,423,7,140,2,0,5,300,2,3,3,0,0,1,0
1293,746,9,304,13,4.6,4,30,2,3.5,3,0,1,1,0
1294,183,55,235,67,4.95,6,3,3,2,3,1,0,1,0
1295,215,31,810,15,4.85,14,7,6,4.5,6,1,1,1,1
1296,221,23,260,3,5,10,4,3,3,5,0,1,1,0
1297,881,66,273,20,4.85,11,7,5,3,5,1,1,1,1
1298,447,35,241,6,4.85,8,7,4,2,6,1,1,1,1
1299,72,40,416,17,4.75,8,5,4,3,4,1,1,1,1
1300,640,7,99,1,0,4,90,1,1.5,1,0,0,1,0
1301,633,48,271,32,4.65,10,7,4,3.5,7,1,1,1,1
1302,114,30,242,9,4.9,6,7,3,3,3,1,1,1,1
1303,24,45,216,8,4.4,5,7,2,2,2,1,1,1,1
1304,259,90,220,13,4.85,8,7,4,3,4,1,1,1,1
1305,529,19,246,9,4.65,8,7,4,2,4,1,1,1,1
1306,781,64,175,38,4.85,4,5,2,2,3,1,1,1,0
1307,355,63,167,8,4.9,5,7,2,2,2,1,1,1,1
1308,325,47,199,8,4.75,5,7,2,2.5,2,1,1,1,1
1309,1132,89,277,14,4.95,7,7,3,2.5,3,1,1,1,1
1310,925,3,139,58,4.8,4,1,1,1,2,1,1,0,1
1311,395,51,228,156,4.95,8,1,3,2,4,1,0,1,0
1312,530,30,150,16,4.7,6,7,2,2,3,0,1,1,0
1313,563,63,214,11,5,9,7,4,2,4,1,1,1,1
1314,492,0,300,4,5,6,1,2,2,3,0,1,0,1
1315,748,1,125,11,4.6,2,1,1,1,1,0,0,0,0
1316,756,56,169,18,4.95,4,3,1,1,1,1,1,1,1
1317,392,27,76,136,4.85,4,3,1,1,3,0,1,1,0
1318,580,0,186,39,4.75,4,2,1,1,2,0,1,1,0
1319,634,79,268,16,4.75,7,7,3,2,3,1,1,1,1
1320,693,0,116,145,4.75,2,1,1,1,1,1,1,0,1
